snapshot_date,snapshot_at,store_id,sku_id,on_hand_quantity,reserved_quantity,out_of_stock_flag,input_snapshot_version,source_type
2026-09-16,2026-09-16T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-17,2026-09-17T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-18,2026-09-18T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-19,2026-09-19T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-20,2026-09-20T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-21,2026-09-21T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-22,2026-09-22T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-23,2026-09-23T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-24,2026-09-24T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-25,2026-09-25T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-26,2026-09-26T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-27,2026-09-27T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-28,2026-09-28T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-29,2026-09-29T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-30,2026-09-30T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS01-STABLE,4,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-02,2026-09-02T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-03,2026-09-03T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-04,2026-09-04T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-05,2026-09-05T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-06,2026-09-06T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-07,2026-09-07T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-08,2026-09-08T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-09,2026-09-09T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-10,2026-09-10T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-11,2026-09-11T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-12,2026-09-12T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-13,2026-09-13T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-14,2026-09-14T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-15,2026-09-15T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-16,2026-09-16T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-17,2026-09-17T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-18,2026-09-18T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-19,2026-09-19T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-20,2026-09-20T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-21,2026-09-21T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-22,2026-09-22T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-23,2026-09-23T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-24,2026-09-24T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-25,2026-09-25T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-26,2026-09-26T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-27,2026-09-27T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-28,2026-09-28T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-29,2026-09-29T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-30,2026-09-30T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS01-STABLE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-02,2026-09-02T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-03,2026-09-03T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-04,2026-09-04T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-05,2026-09-05T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-06,2026-09-06T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-07,2026-09-07T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-08,2026-09-08T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-09,2026-09-09T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-10,2026-09-10T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-11,2026-09-11T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-12,2026-09-12T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-13,2026-09-13T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-14,2026-09-14T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-15,2026-09-15T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-16,2026-09-16T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-17,2026-09-17T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-18,2026-09-18T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-19,2026-09-19T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-20,2026-09-20T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-21,2026-09-21T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-22,2026-09-22T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-23,2026-09-23T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-24,2026-09-24T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-25,2026-09-25T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-26,2026-09-26T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-27,2026-09-27T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-28,2026-09-28T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-29,2026-09-29T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-30,2026-09-30T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS02-EVENT,5,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-02,2026-09-02T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-03,2026-09-03T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-04,2026-09-04T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-05,2026-09-05T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-06,2026-09-06T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-07,2026-09-07T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-08,2026-09-08T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-09,2026-09-09T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-10,2026-09-10T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-11,2026-09-11T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-12,2026-09-12T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-13,2026-09-13T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-14,2026-09-14T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-15,2026-09-15T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-16,2026-09-16T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-17,2026-09-17T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-18,2026-09-18T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-19,2026-09-19T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-20,2026-09-20T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-21,2026-09-21T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-22,2026-09-22T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-23,2026-09-23T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-24,2026-09-24T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-25,2026-09-25T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-26,2026-09-26T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-27,2026-09-27T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-28,2026-09-28T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-29,2026-09-29T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-30,2026-09-30T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS02-EVENT,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-02,2026-09-02T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-03,2026-09-03T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-04,2026-09-04T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-05,2026-09-05T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-06,2026-09-06T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-07,2026-09-07T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-08,2026-09-08T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-09,2026-09-09T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-10,2026-09-10T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-11,2026-09-11T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-12,2026-09-12T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-13,2026-09-13T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-14,2026-09-14T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-15,2026-09-15T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-16,2026-09-16T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-17,2026-09-17T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-18,2026-09-18T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-19,2026-09-19T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-20,2026-09-20T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-21,2026-09-21T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-22,2026-09-22T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-23,2026-09-23T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-24,2026-09-24T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-25,2026-09-25T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-26,2026-09-26T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-27,2026-09-27T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-28,2026-09-28T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-29,2026-09-29T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,20,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-30,2026-09-30T08:00:00+09:00,STORE-MVP2-RECEIVER-A,SKU-MVP2-GS03-SPIKE,4,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-02,2026-09-02T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-03,2026-09-03T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-04,2026-09-04T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-05,2026-09-05T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-06,2026-09-06T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-07,2026-09-07T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-08,2026-09-08T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-09,2026-09-09T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-10,2026-09-10T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-11,2026-09-11T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-12,2026-09-12T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-13,2026-09-13T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-14,2026-09-14T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-15,2026-09-15T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
2026-09-16,2026-09-16T08:00:00+09:00,STORE-MVP2-DONOR-A,SKU-MVP2-GS03-SPIKE,80,0,N,MVP-2-GS-V1,SYNTHETIC
